,rid,created_at,cleaned_text,followers,retweets,favourited,label
1572,553496489641902080,09 Jan 2015 10:20:21,neither islam multiculturalism blame bloody charliehebdo attack un human rights chief zeid httptcoh3x28yosxd,749662,492,264,2
1573,553496697918468096,09 Jan 2015 10:21:10,case confusedcharliehebdo httptcofeqv6zruts,6564,222,144,2
1574,553497508970631168,09 Jan 2015 10:24:24,picture worth thousand words jesuischarlie jesuisahmedjesuishumaincharliehebdovia raseef22 httptcoekycmauf33,35634,118,82,2
1575,553497730476015617,09 Jan 2015 10:25:17,poor attempt bdutt justify charliehebdo attack despite fact france first recognise palestine httptcoe4bblswwop,27073,136,52,2
1576,553497835371757568,09 Jan 2015 10:25:42,historic moment eiffeltower goes dark unify world around charliehebdo jesuischarlie parisshooting httptcoc5iwqgw6aa,69068,209,234,2
1577,553498106588049408,09 Jan 2015 10:26:46,wow newyorker cover charliehebdo httptco7lxsttoykw,13346,997,595,2
1578,553499806883381249,09 Jan 2015 10:33:32,live feed scene standoff charliehebdo shooting suspects amp police httptcoq4kqyo2shc httptcogcsvg5iaqh,843346,106,28,2
1579,553500238246608896,09 Jan 2015 10:35:14,gallery tank amp armoured car seen near charliehebdo seige outside paris heathcliffom httptcokalte4fmsd httptco9lyeszgpal,49804,215,30,1
1580,553500932521336832,09 Jan 2015 10:38:00,residents dammartinengoele told stay inside schools lockdown mayors press office tells cnn httptco7bxdhozq4h,22713047,273,173,2
1581,553501357156876290,09 Jan 2015 10:39:41,charliehebdo suspects prepared die martyrs tell police making contact french media httptcoqgmn70txsu,12929794,712,183,3
1582,553501469388058626,09 Jan 2015 10:40:08,tribute victims amp statement world jesuischarlie httptcotjlbogptt4,123355,128,168,2
1583,553501773517033472,09 Jan 2015 10:41:21,theres tank near paris hostage scene httptco7n7uvclhwy pic heathcliff omalley httptcoepxhd9k6gf,779387,738,134,1
1584,553502180666531840,09 Jan 2015 10:42:58,person living near dammartin hostage scene sent us photos charliehebdo obs httptcofkhd1fgt03,9084,190,44,0
1585,553502311872733184,09 Jan 2015 10:43:29,field near printers become makeshift helicopter pad airforce gendarmerie puma helicopters charliehebdo httptcoo5vqofpwlv,6265,123,40,1
1586,553502446769942528,09 Jan 2015 10:44:01,charlie hebdo killers tell police ready die martyrs httptcoh4gp9baetn httptcommf4hxukdd,820034,144,35,3
1587,553502749498036224,09 Jan 2015 10:45:13,yo charlie hebdo im really sad ima let finish la best galette time reporte au janvier balkanye west,3205,181,108,2
1588,553503184174710784,09 Jan 2015 10:46:57,charliehebdo shooting suspects tell police prepared die martyrs french media httptcog6eunbdirj httptcojonfaapehf,843313,152,40,3
1589,553503546382249984,09 Jan 2015 10:48:23,breaking charliehebdo suspects almost certainly behind hostage taking say officials httptcoqb4b5ckvpg httptcoigjnu386dq,3034929,406,181,0
1590,553503846258196480,09 Jan 2015 10:49:35,muslims dont believe freedom speech radical cleric chaudry httptcoor8typgcih charliehebdo httptcow2haakojjq,18499,270,76,2
1591,553503909692841984,09 Jan 2015 10:49:50,hundreds police siege dammartinengoele follow charliehebdo coverage httptcojmozxpasoj httptcokpalm9tqwq,12929717,825,346,1
1592,553503995872808961,09 Jan 2015 10:50:10,rt dabeard wow newyorker cover charliehebdo httptcoxkcqbcehpz,38,181,0,2
1593,553505242554175489,09 Jan 2015 10:55:08,suspects charliehebdo attack spoke police phone said wanted die martyrs says french mp httptcobgkmtt3luf,3034977,173,30,3
1594,553505371290357761,09 Jan 2015 10:55:38,charlie hebdo attack suspects told police phone wanted die martyrs french lawmaker tells tv station httptco7bxdhozq4h,22706964,631,274,3
1595,553505458162782208,09 Jan 2015 10:55:59,know suspects charlie hebdo attacks httptcolgoa0zripz httptcozahs26igzy,5585485,105,32,2
1596,553505858811080704,09 Jan 2015 10:57:35,afp map region northeast paris wednesdays massacre suspects cornered hostage httptcoh9swsdtfrf,304208,199,38,0
1597,553506091389440000,09 Jan 2015 10:58:30,httptcodvgufqueq4 charlie hebdo charlie hebdo attack helicopters hunt suspects woods france httptco8whrb18em7,9288,108,1,2
1598,553506337121107968,09 Jan 2015 10:59:29,weds saudi arabia condemned charliehebdo cowardly attack today flogged raif badawi encouraging free speech,136279,3061,828,2
1599,553506608203169792,09 Jan 2015 11:00:33,map shows industrial estate charliehebdo suspects holed surrounded police httptcohi9g8dxpir httptcovw2l6sqcmh,12930336,588,215,1
1600,553506946054369280,09 Jan 2015 11:01:54,think ticks boxesjesuischarlie httptcottbo4qhjp9,291,2344,1785,2
1601,553506985413713920,09 Jan 2015 11:02:03,charlie hebdo print million copies next edition government google help httptco7nwsbpcbew httptcovu5xunjxj6,1200771,144,70,2
1602,553508098825261056,09 Jan 2015 11:06:29,police surrounded building suspected charliehebdo attackers holedup httptcob0trve2iys httptcobecxng0kxi,2005680,216,69,1
1603,553508524320653312,09 Jan 2015 11:08:10,two days ago saudi arabia denounced charliehebdo attack today flogged raifbadawi expressing opinions httptcookxme6xild,35601,938,298,2
1604,553509146730176513,09 Jan 2015 11:10:38,charlie hebdo dont blame bloodshed frances muslims nabila ramdani httptcoxzlutysyzn,3096742,125,63,2
1605,553509181446443008,09 Jan 2015 11:10:47,horrified charliehebdo lets forget raifbadawi lashes today jeddah first batch httptcol8acrzuhvz,5469,149,32,2
1606,553509591888441344,09 Jan 2015 11:12:25,solution jesuischarlie charliehebdo httptcox8qzae32wk,8008,130,87,2
1607,553511279235964928,09 Jan 2015 11:19:07,nothing destroyed breiviks maniacal rhetoric norways calm humane handling case lesson everyone charliehebdo,5597,379,222,2
1608,553511977478537216,09 Jan 2015 11:21:53,google donating nearly charlie hebdo httptcot9c80askhl httptcoqwqhwnptax,1342547,123,48,2
1609,553512076304728064,09 Jan 2015 11:22:17,charliehebdo shooting inconsistencies hey lets nitpick httptco9i4srbjhsj,4484,115,45,2
1610,553512735192141826,09 Jan 2015 11:24:54,update afp unnamed police source says killing policewoman paris thursday linked charliehebdo attack,1378961,108,28,1
1611,553513403512532992,09 Jan 2015 11:27:33,killing policewoman paris linked charliehebdo killers police tell french media identifying suspect httptcovmd7kvcrjr,12930613,590,166,1
1612,553514329166061568,09 Jan 2015 11:31:14,utter hypocrisyjesuischarlie httptcopz86pz93c1,150967,142,155,2
1613,553514505633017856,09 Jan 2015 11:31:56,case confused charliehebdo httptcoaqqbtxnddr,25084,174,97,2
1614,553515054503821312,09 Jan 2015 11:34:07,update french media identified suspect paris policewoman killing known associate suspected charliehebdo gunman cherif kouachi,1379060,108,16,1
1615,553515399438811136,09 Jan 2015 11:35:29,police surrounded area charliehebdo attack suspects believed httptco3tgxeix4f2httpstcoabsezf2qws,15405096,684,329,1
1616,553515827073261568,09 Jan 2015 11:37:11,charlie parisians share emotional messages cnn httptcoytqdjs8hq1 jesuischarliehttpstco3sgwchvgg0,8901,134,105,2
1617,553516197283893248,09 Jan 2015 11:38:39,years age asterix cartoonist uderzo gets back drawing board jesuischarlie via nathalieandref2 httptco6ngrvl8xxe,1596,178,113,2
1618,553516364879904768,09 Jan 2015 11:39:19,cartoon today thetimes islamist terror cartoon fightback charliehebdo httptco0lg5ax0vf8,7619,364,201,2
1619,553517053110657024,09 Jan 2015 11:42:03,schools near siege building dammartinengoele evacuated say officials follow coverage httptcozbikaexsbk charliehebdo,12931051,231,106,2
1620,553517080637489154,09 Jan 2015 11:42:10,years age asterix cartoonist uderzo gets back drawing board charliehebdo dammartinengoele httptco1lngysofvu,276,108,84,2
1621,553517380995792896,09 Jan 2015 11:43:22,different pls understand jesuischarlie notinmyname httptco4uomljd0t7,265,128,76,2
1622,553517548734791680,09 Jan 2015 11:44:02,french fashion unites terror httptcodumreegh64 jesuischarlie httptcofnzgwz0fzn,2255991,324,348,2
1623,553517713147301888,09 Jan 2015 11:44:41,helicopters vehicles seen next building dammartinengoele hostagetaking underway afp httptcocbblljnx0k,36954,184,26,0
1624,553518024272379905,09 Jan 2015 11:45:55,military helicopters seen dropping special forces fields around dammartinengoele skynews httptcotap0ntw3rg,6462,123,26,1
1625,553518053838061568,09 Jan 2015 11:46:02,latest manhunt charlie hebdo suspects httptcof3hv000uqx httptcor0tgwbixsr,5585667,123,10,0
1626,553518472798683136,09 Jan 2015 11:47:42,official french terror suspects want martyrs holed hostage north paris httptcosjxudtguov,4551354,224,43,3
1627,553519375521951744,09 Jan 2015 11:51:17,breaking news paris shooters confrontation police hostages involved parisshooting,134741,171,94,0
1628,553519997956669440,09 Jan 2015 11:53:46,wanted people crumble instead came together jesuischarlie httptcouhorggbdrp,12587,100,104,2
1629,553520399300833280,09 Jan 2015 11:55:21,scared sify cartoon charliehebdo httptcoqn6wizqg2l,12771,128,85,2
1630,553521417598550016,09 Jan 2015 11:59:24,update french television channel france reporting hostage held suspected charliehebdo gunmen male years old,1378998,121,20,3
1631,553521697350234112,09 Jan 2015 12:00:31,best drawing far rt kylecmatthews brilliant charliehebdo sonyhack httptcoexmnt0vxrr,3283,259,109,2
1632,553522808417157120,09 Jan 2015 12:04:56,people actually know difference jesuischarlie httptcoqivgreu6kh,9328,216,165,2
1633,553523303453696001,09 Jan 2015 12:06:54,eiffel tower went dark last night tribute victims charliehebdo attack httptcozg9ja7m6kb,2590753,301,334,2
1634,553524086417424384,09 Jan 2015 12:10:00,paris attack suspects taken hostage french police cornered near paris airport live httptcofw92naszxk,4880901,100,18,1
1635,553524183594844160,09 Jan 2015 12:10:24,fpleitgencnn school lockdown students echo jesuischarlie sentiment httptcoxk46lblgut,115344,279,236,2
1636,553525290908262400,09 Jan 2015 12:14:48,nah isnt though rt igeldard brilliant charliehebdo sonyhack httptcor9yfmv7rue,18022,110,51,2
1637,553525347266740226,09 Jan 2015 12:15:01,even charlie hebdo killings many places journalism become lifethreatening proposition httptcofig0e5vmkn,11551,146,69,2
1638,553526191399776257,09 Jan 2015 12:18:22,twenty years writing muslim fundamentalist violence running synonyms atrocity httptcongpatcywyc,56,105,15,2
1639,553526283033133056,09 Jan 2015 12:18:44,breaking several schools evacuated police surround charliehebdo shooting suspects httptcog6eunbdirj httptcowoemzptira,843508,114,27,2
1640,553526776878469121,09 Jan 2015 12:20:42,arab world media responded charlie hebdo attack httptcohf68an5oh0 httptcoi8pvfgd3rq,194201,194,110,2
1641,553527807771308034,09 Jan 2015 12:24:48,frances famous cartoonist year old uderzo father asterix comes retirement charliehebdo httptcosynchbpyd6,35439,13876,7709,2
1642,553527964856352769,09 Jan 2015 12:25:25,charlie hebdo way make us put pens httptcojizefdy9ko,34369,101,12,2
1643,553528503573184514,09 Jan 2015 12:27:33,speak quiet resolve gazza loading car chicken fishing rod planning route dammartinengoele,11436,153,120,2
1644,553528740618436610,09 Jan 2015 12:28:30,dont know standoff charlie hebdo attack suspects httptcojzhxo8caxv httptcohpja5u77ce,14704094,272,134,2
1645,553528788383191040,09 Jan 2015 12:28:41,breaking armed man takes hostage kosher grocery paris source,304779,1593,110,3
1646,553529101659566080,09 Jan 2015 12:29:56,breaking armed man takes hostage kosher grocery east paris httptcopbs3smwhlt,193798,177,14,3
1647,553529196216344576,09 Jan 2015 12:30:19,update afp reports armed man taken hostage kosher grocery paris,1379053,526,42,3
1648,553529334892609536,09 Jan 2015 12:30:52,breaking gunfire store porte de vincennes eastern paris reports httptcoci8cztqje6,843436,183,32,3
1649,553529789794250753,09 Jan 2015 12:32:40,cartoons weve seen think poignant beautiful jesuischarlie httptcowk8m7ev3eb,1020,420,317,2
1650,553529796601585664,09 Jan 2015 12:32:42,gunman takes hostage paris shop report httptcobbpuxpz8fk,1792426,127,17,3
1651,553529935789559808,09 Jan 2015 12:33:15,charlie hebdo afp reports another shooting hostage taken grocery eastern paris live updates httptcohrydub5t0k,3097061,166,24,3
1652,553529941938425857,09 Jan 2015 12:33:16,breaking armed man reportedly taken hostage kosher grocery store porte de vincennes paris httptcouel0jveewp,1258380,214,23,3
1653,553530513580118016,09 Jan 2015 12:35:33,muslims terrorists charliehebdo prisedotage jesuisahmed httptco7qi1xgdqex,634,406,198,2
1654,553530524183326720,09 Jan 2015 12:35:35,breaking hostage taken kosher deli paris gunman killed cop yesterday httptcovqmpluv5qu,745656,111,14,1
1655,553530558614351873,09 Jan 2015 12:35:43,breaking one person injured shootout kosher grocery store porte de vincennes httptcouel0jveewp,1258564,121,9,3
1656,553530667821457408,09 Jan 2015 12:36:09,details armed man takes hostage kosher grocery store vincennes eastern paris reports httptcoci8cztqje6,843460,116,14,3
1657,553531130163773440,09 Jan 2015 12:38:00,breaking reports armed man taken hostage eastern paris third attack parisshooting httptcof30tsvt1yn,975551,117,16,3
1658,553531316797718528,09 Jan 2015 12:38:44,breaking news hostage situation supermarket eastern paris shots ring afp,213232,115,30,3
1659,553531343834202112,09 Jan 2015 12:38:51,french police officer said suspected charlie hebdo gunmen said seek die martyrs httptcocqzezwr4sl,14704389,174,71,3
1660,553531413459660800,09 Jan 2015 12:39:07,update afp says gunman taken hostage kosher supermarket paris believed suspect killing policewoman thursday,1379153,323,27,1
1661,553531695480463360,09 Jan 2015 12:40:14,breaking least one injured paris kosher grocery shooting hostage drama sources,305758,511,32,3
1662,553531781690163201,09 Jan 2015 12:40:35,separate shooting hostage situation supermarket eastern paris reported developing,3493105,186,34,3
1663,553531783992868864,09 Jan 2015 12:40:36,terrorist cunts paris fucking stop bullshit,1520912,563,2047,2
1664,553531802347122689,09 Jan 2015 12:40:40,frances famous cartoonist yr old uderzo father asterix comes retirement charliehebdo httptcoytgz1srbv7,901,4621,3052,2
1665,553531971457265664,09 Jan 2015 12:41:20,gunman third shootout reportedly man killed police officer attack thurs httptcobbpuxpz8fk httptco0zvieozltn,1792522,238,59,1
1666,553532452472238080,09 Jan 2015 12:43:15,french envoys charliehebdo twitter photo goes viral paristerror httptco9ojmje0owu httptcoz0ceefgfed,394025,190,88,2
1667,553532507623546881,09 Jan 2015 12:43:28,courage duty look like charliehebdo httptcoakve7buqcq,3919,266,327,2
1668,553532736187924480,09 Jan 2015 12:44:23,saudi government give lashes today outside mosque saudi blogger insulted islam jesuischarlie httptcoq8wzv7dkio,369901,162,30,2
1669,553532980871053312,09 Jan 2015 12:45:21,breaking hostage taken kosher shop paris suspect police officer shooting httpstco4yt6nafpig httptcof9n8bjn68i,1258543,226,45,3
1670,553532980896231424,09 Jan 2015 12:45:21,breaking hostage taken kosher shop paris suspect police officer shooting httpstcoh1qxzg6glp httptcovpd5a5fygi,82522,153,20,1
1671,553533193899368448,09 Jan 2015 12:46:12,israel shares frances pain grief charliehebdo httptcomjfnekvajd,216264,223,146,2
1672,553533499643547648,09 Jan 2015 12:47:25,happening shooting hostage situation kosher supermarket eastern paris httptcotszok14djh httptcolaytn6mfvs,130242,150,19,3
1673,553533607126388737,09 Jan 2015 12:47:50,jewish bakery hit new shooting hostage siege paris suburb vincennes httptcoqxnnnaowjj via taylorgroupusa,50261,117,0,3
1674,553533859032477696,09 Jan 2015 12:48:50,two hostage situations underway simultaneously paris latest live blog httptco7n7uvclhwy httptcon5vu6ygqxm,779835,172,36,2
1675,553534707108155392,09 Jan 2015 12:52:13,crisis france massacre suspects take hostage business near paris policewomankiller takes hostages supermarket east paris,213210,210,47,3
1676,553534768537939968,09 Jan 2015 12:52:27,breaking another hostage situation developing parisian kosher supermarket httptcof48bgredpb charliehebdo httptconl4ipaxahw,115339,156,24,3
1677,553534838880608256,09 Jan 2015 12:52:44,breaking gunman policewoman killing suspected new paris hostagetaking source,306363,204,23,1
1678,553534934447824896,09 Jan 2015 12:53:07,islam religion peaceits theory conquest seeks domination meansali httptcoqlfqjiivyh charliehebdo,50063,146,78,2
1679,553535221828964352,09 Jan 2015 12:54:15,police surround kosher grocery store eastern paris armed man holding hostage httptcoci8cztqje6 httptcobawgoo5wn3,843487,135,23,3
1680,553535227214438400,09 Jan 2015 12:54:17,islamophobia word created fascists used cowards manipulate morons youngblkrepub httptcoujowpjhbai charliehebdo,50064,128,82,2
1681,553535430788780032,09 Jan 2015 12:55:05,police confirm abc second hostage situation underway eastern paris,3851159,261,67,3
1682,553535441828605953,09 Jan 2015 12:55:08,breaking least five hostages paris kosher supermarket source,306362,758,55,1
1683,553535468290453504,09 Jan 2015 12:55:14,charliehebdo attacker dont kill women convert islam read quran wear veil httptcorpzhdqzddo,55784,152,36,2
1684,553535467065712640,09 Jan 2015 12:55:14,breaking paris prosecutor gunman hostages kosher market eastern paris police swat scene,4551874,568,92,3
1685,553535642848989184,09 Jan 2015 12:55:56,hes muslim hes terrorist muslimsarenotterroristsripcaroline jesuischarlie httptcomdgnlg3dws,82986,250,244,2
1686,553535765997969408,09 Jan 2015 12:56:25,kill amp youre done kill pet goatrtsammy2168 jjauthor flyoverculture drmartyfox httptco0otauvvisg charliehebdo,50112,195,152,2
1687,553535829017370625,09 Jan 2015 12:56:40,breaking least five hostages paris kosher supermarket afp httpstco4yt6nafpig vincennes httptcovnyhqye2ps,1258717,193,18,1
1688,553535829529100288,09 Jan 2015 12:56:40,breaking least five hostages paris kosher supermarket afp httpstcoh1qxzg6glp vincennes httptconyrdp3n1lt,82818,112,11,1
1689,553535862911541248,09 Jan 2015 12:56:48,paris reports man suspected killing policewoman hostages kosher supermarket httptcozuu5xaf25i httptcodvypll3xbf,1559581,312,43,1
1690,553535971959275520,09 Jan 2015 12:57:14,breaking injured paris kosher supermarket shooting hostage drama underway gtgtgt httptcouwsxs2yvku httptco9qtjkgfwxo,1259193,111,18,3
1691,553536236493615104,09 Jan 2015 12:58:17,breaking armed man linked charlie hebdo suspects takes hostages kosher grocery store east paris httptcot1skhe7p2y,5586079,236,29,1
1692,553536269972942849,09 Jan 2015 12:58:25,update afp reports least five people taken hostage one person wounded shooting kosher grocery eastern paris,1379332,258,23,1
1693,553536358950916096,09 Jan 2015 12:58:46,breaking another hostage situation eastern paris,134734,180,78,2
1694,553536397731442688,09 Jan 2015 12:58:56,least hostages reported held gunman eastern paris kosher grocery store httptcoci8cztqje6 httptcosdccvi7dcf,843472,193,42,1
1695,553536532960010240,09 Jan 2015 12:59:28,second standoff underway kosher grocery store porte de vincennes eastern paris french media reports httptcoxv6gvyilxa,3035937,137,31,2
1696,553536603998945280,09 Jan 2015 12:59:45,feared least hostages held paris kosher grocery httptcozoafnwyetr httptcontdatz8pp7,820228,142,17,1
1697,553536887349325825,09 Jan 2015 13:00:52,least five people taken hostage kosher grocery reports say parisattacks httptco8mdsgysaoz httptco2ntikbmiyk,1792736,573,346,1
1698,553537235463979008,09 Jan 2015 13:02:15,update hostage situation unfolding kosher supermarket vincennes eastern paris french police scene reports one injured,318479,112,50,2
1699,553537280343031808,09 Jan 2015 13:02:26,whats happening moment really bad respect every religion terror stopviolence jesuischarlie,43324,241,213,2
1700,553537322218553344,09 Jan 2015 13:02:36,reason jenesuispascharlie convo precisely jesuischarlie using tragedy elevate criticism,22386,102,87,2
1701,553537380209401856,09 Jan 2015 13:02:50,breaking schools near paris hostagetaking go lockdown officials,306818,201,24,2
1702,553537460920389633,09 Jan 2015 13:03:09,2nd hostage situation unfolding france swat teams respond situation grocery paris neighborhood afp ap,7197820,311,53,2
1703,553537537126694912,09 Jan 2015 13:03:27,afp reporting least five hostages taken kosher shop paris live httptcohrxscrv6yw charliehebdo,3097296,126,16,1
1704,553537551114706945,09 Jan 2015 13:03:31,cartoonists continue poke tyranny quite brilliantly charliehebdo jesuischarlie httptcongoibb5grw,529,1131,616,2
1705,553537648938086403,09 Jan 2015 13:03:54,said killallmuslimsjust case confusedcharliehebdo httptcob52ts3q8dv,1061,197,115,2
1706,553537740588220416,09 Jan 2015 13:04:16,armed person takes hostages parisarea deli police surround charlie hebdo terrorists httptcok61lga3tjc httptcosdqnm8mamd,208523,139,61,2
1707,553537870431268864,09 Jan 2015 13:04:47,latest manhunt charlie hebdo attackers two hostage situations taking place httptcoa3chscohck httptcoarkkqsnqfb,5586173,158,28,2
1708,553537939041701888,09 Jan 2015 13:05:03,least injured new shootout eastern paris hostages held kosher supermarket httptcoldsf5qeciv httptcocmqbnfdpwd,1258885,155,20,3
1709,553538058440941568,09 Jan 2015 13:05:32,france shooting hostagetaking kosher market paris several reported wounded httptco5300zrevuq,4552026,348,41,3
1710,553538304332017665,09 Jan 2015 13:06:30,shooting hostage situation reported eastern paris porte de vincennes area prosecutors office says httptco7bxdhozq4h,22711159,487,203,2
1711,553538456207777792,09 Jan 2015 13:07:06,reports armed man takes multiple hostages paris kosher grocery store swat teams scene httptcodu9efpmfev,5070448,110,18,2
1712,553538483474534400,09 Jan 2015 13:07:13,beautiful jesuischarlie cover newyorker next week httptco4doocsph58,3672,102,110,2
1713,553538523266318336,09 Jan 2015 13:07:22,least hostages kosher supermarket eastern paris according reports httptcolmuljawkdu httptcob1ckrzgjwf,4628,136,34,2
1714,553538559609942017,09 Jan 2015 13:07:31,1st came jews came jews amp came charliehebdo came jews,1844,676,358,2
1715,553538939076624384,09 Jan 2015 13:09:01,police two hostage situations near paris believed related attack charliehebdo watch httptco1ozvypl5rg,115179,200,66,2
1716,553538939454509056,09 Jan 2015 13:09:02,civilians evacuated schools lock new hostage situation unfolds paris httptcoci8cztqje6 httptco5z4omavypp,843608,116,20,2
1717,553539252374757376,09 Jan 2015 13:10:16,held gunman kosher supermarket paris 2nd hostagetaking underway ap gunman linked thursdays killing policewoman,422385,113,3,2
1718,553539373707186176,09 Jan 2015 13:10:45,tonight spoke president hollande convey australias solidarity sympathy friendship people france charliehebdo,418837,202,252,2
1719,553539504146231298,09 Jan 2015 13:11:16,developing women children held second paris hostage situation may related massacre httptcof4k3c1lot7,4734358,206,50,2
1720,553539631149756416,09 Jan 2015 13:11:46,standoffs happening hostages believed involved gunman kosher deli eastern paris terror suspects town near cdg airport,5482061,432,120,2
1721,553539778088816641,09 Jan 2015 13:12:22,breaking news paris police respond report second hostagetakinghttptcou8be162qls,14704940,253,71,2
1722,553540131756732416,09 Jan 2015 13:13:46,turns charliehebdo two face douche free speech telegraph httptcoaymg7xegy5 httptcohiiw3qt2p0,23574,105,44,2
1723,553540355317334016,09 Jan 2015 13:14:39,paris schools near kosher grocery siege lockdown httptco7n7uvclhwy httptcoekownwluwz,780078,110,27,2
1724,553540381187780609,09 Jan 2015 13:14:45,police establish tight cordon around second hostage scene paris eery quiet except buzz helicopters httptcobw8vu18v8r,827,132,39,2
1725,553540478403366912,09 Jan 2015 13:15:08,live coverage hostage situation paris attack suspects httptcolb5e3ycy3b httptcou5c4px2ev0,234556,200,65,2
1726,553540580912156672,09 Jan 2015 13:15:33,famous french cartoonist charb assassinated paris wrote recently kurds charliehebdo httptco4z39kouyy8,2833,131,98,2
1727,553540617540624385,09 Jan 2015 13:15:42,reports jewish community france going lockdown shops synagogues schools etc parisshooting charliehebdo,12495,279,35,3
1728,553540719714271233,09 Jan 2015 13:16:06,read second hostage situation unfolding eastern paris httptcoeh0dbyqdyb httptcoelrcndd0y2,3493202,227,45,2
1729,553540739058376704,09 Jan 2015 13:16:11,kosher restaurants closing across paris schools nr latest incident locked parisattacks httptco8mdsgysaoz httptcorobm6qtwiz,1793022,211,43,3
1730,553540824768991233,09 Jan 2015 13:16:31,charliehebdo attack new hostage situation paris shop live updates httptcolnt8ldwaae httptcox9smojqjk8,1559600,144,27,2
1731,553540872986705920,09 Jan 2015 13:16:43,cover charliehebdo jesuischarlie httptcoq29opnz0jr,7028,183,65,2
1732,553540934118694912,09 Jan 2015 13:16:57,video shows police surrounding paris kosher supermarket gunman reportedly holding hostages httptcoqv1xbajqsx charliehebdo,12933705,710,219,2
1733,553541197491634176,09 Jan 2015 13:18:00,httptcogrnn2rs6va charlie hebdo charlie hebdo massacre arrests france hunts gunmen charliehebdo england gbr stokeontrent,8054,138,2,2
1734,553541601482784768,09 Jan 2015 13:19:36,update standoffs happening paris reportedly involve hostages live httptcotunscqwmju httptcovawpxz3ncx,4880424,279,54,2
1735,553541676229472256,09 Jan 2015 13:19:54,breaking least two killed hostage drama east paris source,307152,1747,130,3
1736,553541776854634496,09 Jan 2015 13:20:18,police tell abc probable gunman second paris hostage situation man killed policewoman yesterday williamsjon,3851261,122,44,1
1737,553541834975498240,09 Jan 2015 13:20:32,breaking french police release portrait susp montrouge shooters hostage situation paris prefpolice httptcozyc2qh9uzv,6179,149,11,2
1738,553541838494515200,09 Jan 2015 13:20:33,said jesuischarlie week must today say jesuisjuif jew stand frances jews vile attack,31550,165,91,2
1739,553541988490825728,09 Jan 2015 13:21:09,breaking least two reportedly killed hostage drama parisarea kosher synagogue httptcopbs3smwhlt,193881,105,7,3
1740,553542093683974144,09 Jan 2015 13:21:34,im charliehebdo amp neither french anyone else unless duplicity inof freedom abolished jesuischarlie jesuisahmed,138235,1157,76,2
1741,553542208214036480,09 Jan 2015 13:22:01,charlie hebdo map pinpoints four key locations dual sieges live updates httptcocbqcu50ckl httptco6cpy1bmkqo,3097503,224,41,2
1742,553542235661553665,09 Jan 2015 13:22:07,breaking least dead hostage standoff paris kosher supermarket afp httptcooysxrq9xuv httptcosquszcitco,82767,221,19,3
1743,553542245966958592,09 Jan 2015 13:22:10,paris mayor anne hidalgo rushing scene hostage situation porte de vincennes area paris httptcoqb4b5ckvpg,3035990,211,115,2
1744,553542282100871168,09 Jan 2015 13:22:19,second hostage situation unfolding paris grocery store httptcodug7lmmvmz,3888660,112,29,2
1745,553542337553764352,09 Jan 2015 13:22:32,know suspected charliehebdo gunmen httptco20g6egrqmv httptcoi6kv6jmieh,5586375,138,50,2
1746,553542417673367552,09 Jan 2015 13:22:51,developing gunman takes hostages kosher supermarket paris cops say httptcowmypvxmkcp,2006434,111,25,2
1747,553542442373619712,09 Jan 2015 13:22:57,update afp reports least two people killed shooting kosher grocery eastern paris least five taken hostage,1379413,378,31,3
1748,553542516772175873,09 Jan 2015 13:23:14,paris eve jewish sabbath women children taken hostage kosher grocery store jihadis hate jews journalists,13076,152,57,2
1749,553542565593878528,09 Jan 2015 13:23:26,isis claimed responsibility charliehebdo attack announced attacks us amp uk list tomorrow,1796,291,25,3
1750,553542628097019904,09 Jan 2015 13:23:41,tweeted jesuischarlie please rt jesuisjuif,1865,106,38,2
1751,553542784800792577,09 Jan 2015 13:24:18,great many frauds guardian included claiming charlie hebdo cowardly publish cartoons,2463003,385,214,2
1752,553543032642220033,09 Jan 2015 13:25:17,tweeted jesuischarlie need tweet jesuisjuif,237,126,51,2
1753,553543144172969984,09 Jan 2015 13:25:44,dear france experiment multiculturlaism failed jesuischarlie charliehebdo httptcor1m2givtpq,10430,170,76,2
1754,553543319423553537,09 Jan 2015 13:26:26,rightwing radical christians killing people us amp europe would hard left bleating christianophobia jesuischarlie,71587,119,75,2
1755,553543369604210689,09 Jan 2015 13:26:38,month old baby among hostages kosher supermarket paris unbearably sadhttptcoyxxlhehst9,10219,120,17,1
1756,553543395017510912,09 Jan 2015 13:26:44,photo man holding hostages second location paris httptconc0lflm93c,14552,110,27,2
1757,553543467427577858,09 Jan 2015 13:27:01,freedom expression france consistent claim iamcharliehebdo jesuisahmed iamahmed iamcharlie charliehebdo,138235,1162,402,2
1758,553543939517874176,09 Jan 2015 13:28:54,yo french cartoonist uderzo creator asterix comes retirement charliehebdo ht williamsjon httptco6ubotl9pzo,6242,738,408,2
1759,553544039241224194,09 Jan 2015 13:29:17,pictures released suspect believed holding hostages kosher grocery paris httptcomrm4eiwdld,1793233,147,32,2
1760,553544078768766977,09 Jan 2015 13:29:27,google pushes cash charlie hebdo alikhbariyah whats googles view world httptcoantlkcmde6,2463471,121,62,2
1761,553544252563935234,09 Jan 2015 13:30:08,breaking least killed paris hostage situation via afp httptcoc2wrcwluzh,4734519,151,43,3
1762,553544266526760960,09 Jan 2015 13:30:12,photos manhunt charliehebdo suspects ongoing hostage situations httptco8gxctgehe5 httptcomtwotyewbh,5586469,119,37,2
